"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
1217, 2.866836649644728e-01, -1.420642909467370e-01, 1.064574917177203e+00, 3.557602812975167e+02, -2.865887335474025e+00, 2.523830584493914e+05
1218, 9.998224421538934e-01, -2.539185892007610e-03, 1.479140323026409e+00, 2.903603485496927e+02, 1.861862924554147e+01, 3.352424408888397e+05
1219, 9.998224435615061e-01, 2.539184411382313e-03, 1.461069460580313e+00, 2.612609314166635e+02, -1.348965620682127e+01, 3.297621673036840e+05
1220, -8.275623027267823e-03, -4.187795770425471e-02, 1.525795092051160e+00, 2.647102442676926e+02, -7.411479510531004e+01, 3.444575045194637e+05
1221, -1.418306337292192e-02, 3.664295488212775e-03, 1.649446266644226e+00, 1.856142501296107e+02, 5.439381045083393e+01, 3.679643572128323e+05
1222, 1.000806950229869e+00, -5.498434892072352e-04, 1.457436498472744e+00, 2.796429068483155e+02, 8.522669884274388e+00, 3.299394088286778e+05
1223, 9.887764029348226e-01, -3.456516384621146e-02, 1.403813623475781e+00, 3.170532413037001e+02, 2.921863082646874e+01, 3.207265465139811e+05
1224, 9.986072970771730e-01, 2.108181327479928e-02, 1.412669749701783e+00, 2.892025470895480e+02, -2.023934036602941e+01, 3.208677469468714e+05
1225, -1.763319166101182e-02, 1.870337310396224e-02, 1.576933132146181e+00, 2.311657264588962e+02, 9.224116922266901e+01, 3.543019473815013e+05
1226, 9.735773479949601e-01, 4.820181277482870e-02, 1.376946387438446e+00, 3.050085183042521e+02, -2.808462338268225e+01, 3.142028866743503e+05
1227, 1.000919909926071e+00, -8.186650886516067e-03, 1.454206692745581e+00, 3.013663891918033e+02, 2.126968343824607e+01, 3.305194895281729e+05
1228, 9.959928991877280e-01, -2.544976997101420e-02, 1.418017874759097e+00, 3.130833768843729e+02, 2.649595611586531e+01, 3.234967389565744e+05
1229, -1.850716201462222e-02, -1.204623354237979e-02, 1.630222608465304e+00, 2.093410802546688e+02, -1.419607302726955e+01, 3.643314240508319e+05
1230, 1.594725536336204e-02, -7.167671367526235e-02, 1.398667260644727e+00, 3.107659668753600e+02, -7.969335385294482e+01, 3.197848640311260e+05
1231, -4.657931892952377e-03, -4.782317685288992e-02, 1.500378900776309e+00, 2.756240399366067e+02, -7.806026477721150e+01, 3.395759995487608e+05
1232, 3.315545431730062e-01, 1.678150398431076e-01, 8.916633013655453e-01, 3.410494236253195e+02, 1.650930204496193e+00, 2.157995537332016e+05
1233, 1.000806950774528e+00, 5.498419974378810e-04, 1.434858764200431e+00, 2.417494667236967e+02, -3.781138711113407e+00, 3.230948774822497e+05
1234, -8.275618056678254e-03, 4.187794081205373e-02, 1.452442108732313e+00, 2.798269026868496e+02, 1.197804547930608e+02, 3.302755705470640e+05
1235, -1.606962073288525e-02, 2.446237612881200e-02, 1.546312019943993e+00, 2.438090650188941e+02, 1.040022874305748e+02, 3.484101918272026e+05
1236, -3.845706896444966e-04, -5.382494707738644e-02, 1.474542292521619e+00, 2.854962460281596e+02, -8.044577409875637e+01, 3.345732483872955e+05
1237, 9.842380173019717e-01, -3.916167571002571e-02, 1.397126114132262e+00, 3.189249138891585e+02, 3.027095238929223e+01, 3.194253056830933e+05
1238, 5.359563563085264e-01, -1.664479036546664e-01, 1.199986239572222e+00, 3.519343936345582e+02, 2.193990215639484e+01, 2.801424261364528e+05
1239, 9.959929055174679e-01, 2.544976143652231e-02, 1.406435008707249e+00, 2.924189350530880e+02, -2.175380553474553e+01, 3.197232799891608e+05
1240, 3.158246111935203e-01, -1.667289701492266e-01, 1.082910393734268e+00, 3.556020688578982e+02, 3.760866334116514e+00, 2.561357344964271e+05
1241, 9.537404068283438e-01, -6.162209091498139e-02, 1.365969956662369e+00, 3.270509199279995e+02, 3.355398918741722e+01, 3.133463288253194e+05
1242, 9.421608968600720e-01, -6.824434936663951e-02, 1.357260676433239e+00, 3.289768858625833e+02, 3.415407873021905e+01, 3.116303407077835e+05
1243, 6.333184380760402e-01, -1.559431992241986e-01, 1.232163478625246e+00, 3.489866030734520e+02, 2.688628136835296e+01, 2.866593222928214e+05
1244, 9.262271895000194e-02, -1.191576236076678e-01, 1.220485267577351e+00, 3.477411040334864e+02, -5.014680619792998e+01, 2.843211169416063e+05
1245, 1.702703269843727e-01, -1.444793395962506e-01, 1.138363481554279e+00, 3.546958638046645e+02, -2.705336320978439e+01, 2.675940672512825e+05
1246, -1.606961788059175e-02, -2.446237789403445e-02, 1.593403358683380e+00, 2.309742618914761e+02, -4.836691644748981e+01, 3.573248024508948e+05
1247, 4.287769570595649e-01, -1.702792666852538e-01, 1.166448623244987e+00, 3.544135674499929e+02, 1.456315426489081e+01, 2.733337036597341e+05
1248, 7.197293496820509e-02, -1.093763030208735e-01, 1.255171592010565e+00, 3.428740310299252e+02, -5.786632018407774e+01, 2.913039866962240e+05
1249, 8.196937429374790e-02, -1.143362634230511e-01, 1.238103908892485e+00, 3.454304062911735e+02, -5.408834859777903e+01, 2.878739238937668e+05
1250, 1.208195265217904e-01, 1.294229162965341e-01, 1.046547456604219e+00, 3.508613159201724e+02, 5.015533088970995e+01, 2.485591364638581e+05
1251, 9.887764099352002e-01, 3.456515421254255e-02, 1.394128002977499e+00, 2.980687335384843e+02, -2.483501885650145e+01, 3.174356275480884e+05
1252, 9.338639774161551e-01, 7.262863438750808e-02, 1.347514324674410e+00, 3.136571688479403e+02, -3.130232178611143e+01, 3.084949983959356e+05
1253, -1.850714117265441e-02, 1.204620022230987e-02, 1.605300032818758e+00, 2.180156822089457e+02, 7.563592551075600e+01, 3.597015260686018e+05
1254, -4.657940857447479e-03, 4.782315294712180e-02, 1.419650562772097e+00, 2.908728279460095e+02, 1.201519897117659e+02, 3.238785429065505e+05
1255, 9.791821955075528e-01, -4.367778461942295e-02, 1.390679439560505e+00, 3.207064020787342e+02, 3.116695528448232e+01, 3.181711778276495e+05
1256, 1.000421993260619e+00, 1.209793154855738e-03, 1.468399832548378e+00, 2.565746930641199e+02, -3.407431192801078e+00, 3.310969857457948e+05
1257, 9.927390838145508e-01, 3.002315810105326e-02, 1.400094296432663e+00, 2.952944837912375e+02, -2.337993703424237e+01, 3.185407047340912e+05
1258, -9.386523303687194e-03, -8.254315003886785e-09, 1.689635591118738e+00, 1.434360075326537e+02, 4.008621405973423e+01, 3.754861891785414e+05
1259, -1.763319867406823e-02, -1.870341065294354e-02, 1.613408080381038e+00, 2.202229159563157e+02, -3.381002908896423e+01, 3.611508809736146e+05
1260, 9.986072911645087e-01, -2.108182109915998e-02, 1.425316037163891e+00, 3.109098925820979e+02, 2.513318433472869e+01, 3.249165902472670e+05
1261, 7.505621690233947e-01, -1.344489435471645e-01, 1.271028662481576e+00, 3.444072952530832e+02, 3.136519620474652e+01, 2.944912626902515e+05
1262, 5.072888309625487e-01, 1.684760380725825e-01, 8.382947018049622e-01, 3.327873490299709e+02, -1.775459447104865e+01, 2.042896540198042e+05
1263, 4.782824584222314e-01, 1.688977455880821e-01, 8.423941487080278e-01, 3.332697855095115e+02, -1.517333482541205e+01, 2.051440941283200e+05
1264, 1.000630078000674e+00, 1.682058313841609e-02, 1.418971944861636e+00, 2.858194650855802e+02, -1.828058500169881e+01, 3.220200875385334e+05
1265, 1.001094988456436e+00, -5.799717944559507e-10, 1.434470766943274e+00, 1.835128557632811e+02, 3.643756172400519e+00, 3.205441577314781e+05
1266, 1.000919913399105e+00, 8.186646681497075e-03, 1.438024063752443e+00, 2.753703035816470e+02, -1.582392480635606e+01, 3.255326007704791e+05
1267, -1.418310052153073e-02, -3.664237851014224e-03, 1.661274290596497e+00, 1.785211748174343e+02, 1.544467722853055e+01, 3.701006736053957e+05
1268, 1.000421992282730e+00, -1.209794586166691e-03, 1.486495480120025e+00, 2.840545823134190e+02, 9.486824058450731e+00, 3.364555878652453e+05
1269, 2.205960801183567e-02, -7.716483880886187e-02, 1.376296768795876e+00, 3.169592510683959e+02, -7.749569744375781e+01, 3.153768720509171e+05
1270, -1.396482277811355e-02, -3.023595148539924e-02, 1.573465774654004e+00, 2.420694607751161e+02, -5.950560720133928e+01, 3.535650957548365e+05
1271, -1.136855034068277e-02, -3.598771932063100e-02, 1.550362832981705e+00, 2.535073569892734e+02, -6.809070190332143e+01, 3.491639066356395e+05
1272, 5.646008651551692e-01, 1.641800815981797e-01, 8.217117072847273e-01, 3.304102239821801e+02, -2.210923306373186e+01, 2.007608945749397e+05
1273, 9.908998380123603e-03, -6.608999755556114e-02, 1.423735236282122e+00, 3.034952065488660e+02, -8.048552684809179e+01, 3.247073748591387e+05
1274, 9.674504945388934e-01, 5.270649453007545e-02, 1.371773661916744e+00, 3.069812676089128e+02, -2.881952855515206e+01, 3.132258856971050e+05
1275, 9.608238865957114e-01, 5.718676476409704e-02, 1.366002770493833e+00, 3.087908854253286e+02, -2.956164550572555e+01, 3.121127229425989e+05
1276, 5.359563555266259e-01, 1.664478698052682e-01, 8.306445101878804e-01, 3.303331437344640e+02, -2.033197912747693e+01, 2.025093540414944e+05
1277, 3.002172812501510e-01, 1.654583305195760e-01, 9.064210383438525e-01, 3.429855677479730e+02, 6.442538059927693e+00, 2.189742018264408e+05
1278, 2.697824507127112e-01, 1.619984182584678e-01, 9.232635728426860e-01, 3.448724604053975e+02, 1.172463309028125e+01, 2.225757401772694e+05
1279, 7.251992495360832e-01, -1.399366224108282e-01, 1.262043667424121e+00, 3.455337542960841e+02, 3.052435343983184e+01, 2.926822940015544e+05
1280, -1.136852585031115e-02, 3.598771276676605e-02, 1.485097061773366e+00, 2.682458198562456e+02, 1.172017792078272e+02, 3.366264786620571e+05
1281, -1.396481700968377e-02, 3.023595271288011e-02, 1.516935437613607e+00, 2.560888200004930e+02, 1.120159909920444e+02, 3.427812987653759e+05
1282, 4.226869114680365e-03, -5.965178697278106e-02, 1.449962498176283e+00, 2.947675271864790e+02, -8.114253920049356e+01, 3.298238133705204e+05
1283, 8.747686957553066e-01, -9.761743571326653e-02, 1.319719636372089e+00, 3.367372305882128e+02, 3.446428433932000e+01, 3.042183602195169e+05
1284, 8.961414094433860e-01, -8.952471533762475e-02, 1.329766431112108e+00, 3.348205569669669e+02, 3.462161900090495e+01, 3.062090780123305e+05
1285, 6.247226318005550e-02, -1.042555853548155e-01, 1.272068861349980e+00, 3.399728407897262e+02, -6.178538763898435e+01, 2.946876804037541e+05
1286, 9.158597882934082e-01, -8.115298473362988e-02, 1.340455776075477e+00, 3.327113794687913e+02, 3.458989255067721e+01, 3.083253468141393e+05
1287, 9.295952026127401e-01, -7.480183734274544e-02, 1.349614347376487e+00, 3.309816901440129e+02, 3.424502277977811e+01, 3.101455321395546e+05
1288, 9.735773360733920e-01, -4.820181618654815e-02, 1.384326218314063e+00, 3.223900741517577e+02, 3.193504585450768e+01, 3.169320450672930e+05
1289, 1.000630072520245e+00, -1.682059020949324e-02, 1.432771481582513e+00, 3.086936010162864e+02, 2.336907038024207e+01, 3.263689365904760e+05
1290, 4.617444932808998e-01, -1.695552149179244e-01, 1.172887931102604e+00, 3.537825252426965e+02, 1.727965184164981e+01, 2.746290610854278e+05
1291, 9.608238443078402e-01, -5.718671669051138e-02, 1.372475012248300e+00, 3.255574424981284e+02, 3.304308707504941e+01, 3.146261524325692e+05
1292, 9.674504753978785e-01, -5.270648539847389e-02, 1.378134769245709e+00, 3.240170471575955e+02, 3.259026419050849e+01, 3.157250569743670e+05
1293, 1.446387222116721e-01, -1.372533957774482e-01, 1.158068461894214e+00, 3.534193846233450e+02, -3.380730062785604e+01, 2.716202139206374e+05
1294, 9.927390771588723e-01, -3.002317662929415e-02, 1.410738981941678e+00, 3.150709819762968e+02, 2.794414071439982e+01, 3.220729672733111e+05
1295, 7.716936221445475e-01, -1.294249596189308e-01, 1.278723410485109e+00, 3.434187843251949e+02, 3.194943424239586e+01, 2.960400009953161e+05
1296, 7.953213715538056e-01, -1.232827622147490e-01, 1.286576612373815e+00, 3.421512434044940e+02, 3.271315047450769e+01, 2.976043682293240e+05
1297, 1.096343563970608e-01, -1.255810762082829e-01, 1.198385938722500e+00, 3.503269106031340e+02, -4.428048623951828e+01, 2.798501182231939e+05
1298, 1.264702725902720e-01, -1.314002137673501e-01, 1.179598960871436e+00, 3.519252578413402e+02, -3.943272502892165e+01, 2.760194778190426e+05
1299, 5.687219728202528e-01, -1.637273649786538e-01, 1.210638089959494e+00, 3.509924872674325e+02, 2.378666963474495e+01, 2.822993515297152e+05
1300, 2.914978439377666e-02, -8.312945124371778e-02, 1.353899056888154e+00, 3.227734190356284e+02, -7.507347174752874e+01, 3.109606030254873e+05
1301, 3.725617417573283e-02, -8.904296057920996e-02, 1.330203609117870e+00, 3.287527063583343e+02, -7.141381786796498e+01, 3.062883001705203e+05
1302, 4.536340061198912e-02, -9.399547833202766e-02, 1.308653365215369e+00, 3.333386922590639e+02, -6.904724102329217e+01, 3.020184572048524e+05
1303, 5.348508588872358e-02, -9.899272609970480e-02, 1.293888024226153e+00, 3.369181989079393e+02, -6.522231176717057e+01, 2.991061049845972e+05
1304, 3.474576575829826e-01, -1.687931207729408e-01, 1.110210834439393e+00, 3.549162906488301e+02, 8.925728207270215e+00, 2.617078671482039e+05
1305, 3.797174610633941e-01, -1.699452052355266e-01, 1.147193190502891e+00, 3.548075289066254e+02, 1.070188170677702e+01, 2.693572498903093e+05
1306, 4.041209051887026e-01, -1.704024955926083e-01, 1.163839527605192e+00, 3.547297129985299e+02, 1.213914816460786e+01, 2.728109015824000e+05
1307, 1.972260704845119e-01, -1.506919763391497e-01, 1.119016605991280e+00, 3.553916033352635e+02, -2.066630453531778e+01, 2.636148155699620e+05
1308, 2.254115154766224e-01, -1.561928044011371e-01, 1.102117973052127e+00, 3.557028325771734e+02, -1.455080551715489e+01, 2.601270417353410e+05
1309, 9.842380249559572e-01, 3.916165506780101e-02, 1.388312137513034e+00, 3.005990981434850e+02, -2.606564019842493e+01, 3.163503540768842e+05
1310, 9.791822044926668e-01, 4.367777661569532e-02, 1.382650426466903e+00, 3.029089367810631e+02, -2.713354580233439e+01, 3.152867012858162e+05
1311, 4.452369184711490e-01, 1.699900132975528e-01, 8.510576545471424e-01, 3.349490341594457e+02, -1.183684156769671e+01, 2.070408511901466e+05
1312, 4.123373796057542e-01, 1.704021713119555e-01, 8.604806514690420e-01, 3.364186540050326e+02, -8.239115663277719e+00, 2.090697839258814e+05
1313, 3.725615924781622e-02, 8.904293878446407e-02, 1.214354055201415e+00, 3.388949895665514e+02, 9.327566395300306e+01, 2.830514552260091e+05
1314, 2.401845416859610e-01, 1.585679258222246e-01, 9.416862498015558e-01, 3.466896458475155e+02, 1.747066782875017e+01, 2.265049949275609e+05
1315, 1.040998727954898e-01, 1.237166487369481e-01, 1.072455864170382e+00, 3.506334959808449e+02, 5.701163197554941e+01, 2.539503212546802e+05
1316, 8.182333747743380e-01, 1.168980572640329e-01, 1.300639590751825e+00, 3.221771565116070e+02, -3.177333386367301e+01, 2.991080059352629e+05
1317, 9.158598070551944e-01, 8.115299077703374e-02, 1.337904062088479e+00, 3.158263320866816e+02, -3.170288106551315e+01, 3.065941428241753e+05
1318, 8.961414193689426e-01, 8.952471096150462e-02, 1.328350318358706e+00, 3.176628243930465e+02, -3.201621423273269e+01, 3.046862639573197e+05
1319, 8.747687003739989e-01, 9.761740878124038e-02, 1.319458075444715e+00, 3.192046285211516e+02, -3.210585159595014e+01, 3.029008331026341e+05
1320, 8.549770774995742e-01, 1.052888656849083e-01, 1.312194201800734e+00, 3.203637428927531e+02, -3.196522522413005e+01, 3.014360641023603e+05
1321, 8.370583827972580e-01, 1.111561234631140e-01, 1.306253673667418e+00, 3.213515172363721e+02, -3.182525815724598e+01, 3.002421657087587e+05
1322, 7.953213913150756e-01, 1.232827360102856e-01, 1.295177385966386e+00, 3.229917732175902e+02, -3.157858207723205e+01, 2.980053646787030e+05
1323, 7.681209073818844e-01, 1.302580192025188e-01, 1.289073110687452e+00, 3.238269036938980e+02, -3.138399716099758e+01, 2.967691080435766e+05
1324, 7.397589204109862e-01, 1.368233546427116e-01, 1.279995046779096e+00, 3.245987719620459e+02, -3.176130520253550e+01, 2.949034870769174e+05
1325, 7.103981526282748e-01, 1.429334249207370e-01, 1.287547238708108e+00, 3.246850692115102e+02, -3.174968483799538e+01, 2.965099199459663e+05
1326, 6.801146730001018e-01, 1.485497583821208e-01, 1.314638598358281e+00, 3.226261975372375e+02, -3.112106616665811e+01, 3.021078766742210e+05
1327, 6.490684959019297e-01, 1.536195371060636e-01, 1.167287645180116e+00, 3.255722378465760e+02, -3.531014058940341e+01, 2.712346145562244e+05
1328, 6.174252923032855e-01, 1.581288596895927e-01, 8.526315117010788e-01, 3.275352984173423e+02, -2.442397673511929e+01, 2.066076163987012e+05
1329, 5.892826061849841e-01, 1.616448141407660e-01, 8.052663728030103e-01, 3.272173926117820e+02, -2.257854275919012e+01, 1.971450868008364e+05
1330, 2.111350275886617e-01, 1.534822907539912e-01, 9.614361626685561e-01, 3.482861442860591e+02, 2.390600171997473e+01, 2.307009938843532e+05
1331, 1.836065198244907e-01, 1.477237521889135e-01, 9.819569221603791e-01, 3.495306252392913e+02, 3.067030394908442e+01, 2.350401352768010e+05
1332, 1.636771241024990e-01, 1.427784192565079e-01, 1.002288998901696e+00, 3.503965548845468e+02, 3.669236647208049e+01, 2.393168240920757e+05
1333, 1.508407209445218e-01, 1.391550118398962e-01, 1.011606062552692e+00, 3.505828271036449e+02, 4.045703840395655e+01, 2.412735187654354e+05
1334, 1.384366552601680e-01, 1.353517461778556e-01, 1.028594564357760e+00, 3.508467038120802e+02, 4.452813427766154e+01, 2.448132728455001e+05
1335, 2.914977930650067e-02, 8.312942702860643e-02, 1.241663058151345e+00, 3.344895605273671e+02, 9.921551642013695e+01, 2.885605671751855e+05
1336, 2.205961446158755e-02, 7.716482813716233e-02, 1.267580145126774e+00, 3.299162575780491e+02, 1.042329228335334e+02, 2.937775817695507e+05
1337, 8.182333539284493e-01, -1.168980738360621e-01, 1.295573271427620e+00, 3.407908161101275e+02, 3.331140589987213e+01, 2.994045194986688e+05
1338, 8.398916512790281e-01, -1.093694085492585e-01, 1.304133928675489e+00, 3.394218167009764e+02, 3.386471946126206e+01, 3.011146441665087e+05
1339, 8.577906870549635e-01, -1.036525668418120e-01, 1.312272465623019e+00, 3.381777556578661e+02, 3.407776515994031e+01, 3.027449913359734e+05
1340, 4.865498918467439e-01, -1.685084479126689e-01, 1.182887296862036e+00, 3.532501067424619e+02, 1.877424122393368e+01, 2.766719821833732e+05
1341, 5.072888289754456e-01, -1.684760587044321e-01, 1.191169904467913e+00, 3.527351462996767e+02, 2.007878679603377e+01, 2.783608180881180e+05
1342, 1.594727256715423e-02, 7.167671700760360e-02, 1.294355359348374e+00, 3.244197627985142e+02, 1.089231418383425e+02, 2.991324042692393e+05
1343, 9.909007429446094e-03, 6.609003051701139e-02, 1.324908170061453e+00, 3.178476632317758e+02, 1.127145805202915e+02, 3.052256243232675e+05
1344, 4.226859073687082e-03, 5.965181205934084e-02, 1.356336940746324e+00, 3.095561781835585e+02, 1.166149897833423e+02, 3.114372676475626e+05
1345, -3.845948226202423e-04, 5.382494210550923e-02, 1.387184308223929e+00, 3.006745635802749e+02, 1.191736783559792e+02, 3.175058997907049e+05
1346, 9.262270248005809e-02, 1.191576054680451e-01, 1.091802905730313e+00, 3.499080349218402e+02, 6.221882548822998e+01, 2.579451879367886e+05
1347, 8.196935442426945e-02, 1.143362652075579e-01, 1.108918360436653e+00, 3.491171639614660e+02, 6.722985965745509e+01, 2.614870107642706e+05
1348, 7.197290828884420e-02, 1.093763212511001e-01, 1.126743522302014e+00, 3.482248989867080e+02, 7.251240742497814e+01, 2.651855884084827e+05
1349, 6.247222697500281e-02, 1.042556116921004e-01, 1.147514016723218e+00, 3.469143745449783e+02, 7.763906390456071e+01, 2.694704130138259e+05
1350, 5.348506300850964e-02, 9.899275575828369e-02, 1.172362818667640e+00, 3.450989503885798e+02, 8.284868302154517e+01, 2.745802844008220e+05
1351, 4.536338315249386e-02, 9.399548268759439e-02, 1.188548450072215e+00, 3.425333594642918e+02, 8.842271396621344e+01, 2.778529249568306e+05
1352, 3.797174606821083e-01, 1.699452120554055e-01, 8.712185087518521e-01, 3.380940364921722e+02, -4.559210363837655e+00, 2.113899844270262e+05
1353, 3.554670120085831e-01, 1.692409210950306e-01, 8.825099016759096e-01, 3.396863282296387e+02, -1.356451852425666e+00, 2.138185018671987e+05
1354, 9.537404723917313e-01, 6.162214794601127e-02, 1.361125938390390e+00, 3.102908207347315e+02, -3.021232176545166e+01, 3.111719595639686e+05
1355, 9.461890882287646e-01, 6.603326291843004e-02, 1.355690364689684e+00, 3.117214958523825e+02, -3.049821324905994e+01, 3.101065525850331e+05
1356, 6.013714746712550e-01, -1.601715565789415e-01, 1.221673805323515e+00, 3.500154286442132e+02, 2.540797892874463e+01, 2.845368719000783e+05
1357, 6.646750775801219e-01, -1.511558831445929e-01, 1.242287441059885e+00, 3.478957337192157e+02, 2.823240383528617e+01, 2.887032787050517e+05
1358, 6.953629681556204e-01, -1.458053016497497e-01, 1.252290087661068e+00, 3.467451263939860e+02, 2.943034219433325e+01, 2.907198563847251e+05
1359, 2.550416147456178e-01, -1.602991063428593e-01, 1.088422656586928e+00, 3.557512658096658e+02, -8.756768878761910e+00, 2.572922466579521e+05
1360, 2.848207884029983e-01, -1.638700538179498e-01, 1.079748738829251e+00, 3.557939526501704e+02, -3.036584613555266e+00, 2.555028927966403e+05
1361, 1.001556055189343e+00, 1.417540146080608e-02, 1.424565016848777e+00, 2.832963631874917e+02, -1.644151103733882e+01, 3.230739990275224e+05
1362, 1.000456757211847e+00, -2.467237320280565e-03, 1.480614181960061e+00, 2.916733335569186e+02, 1.554551622277930e+01, 3.356238045407789e+05
1363, 1.000221646602917e+00, -3.341395079486551e-03, 1.479277386989750e+00, 2.929844635785046e+02, 1.976487551404591e+01, 3.354240690707193e+05
1364, 1.000800749598390e+00, 6.697636959053138e-03, 1.445498204253084e+00, 2.731383244824385e+02, -1.543515716428013e+01, 3.270240040552930e+05
1365, 3.826377481070110e-02, -1.055917635301724e-01, 1.327606569806558e+00, 3.311268636888484e+02, -6.404672637929514e+01, 3.057990189808966e+05
1366, 1.001916983967719e+00, 2.004243141519684e-02, 1.413496378227646e+00, 2.885299371354960e+02, -1.705685466533487e+01, 3.209942905422114e+05
1367, 1.001095943615109e+00, 3.494691615447581e-04, 1.426025760533872e+00, 2.037011647714501e+02, -4.075931094251005e+00, 3.194801238924128e+05
1368, 1.001407880776336e+00, -9.804654952943446e-03, 1.448488081313281e+00, 3.035336137650069e+02, 2.110060555737460e+01, 3.294189810492097e+05
1369, -1.584980643612684e-02, -4.209808303587097e-02, 1.534609886702495e+00, 2.642655701059234e+02, -5.873058197008777e+01, 3.461538389454506e+05
1370, -4.937625545215958e-03, -6.216673758439664e-02, 1.468639200204483e+00, 2.908377240849342e+02, -6.990291667285317e+01, 3.334474853291690e+05
1371, 1.000800746516749e+00, -6.697640604927152e-03, 1.462153833672560e+00, 2.998144529318303e+02, 2.093483632153817e+01, 3.321354822853624e+05
1372, 1.001556049971773e+00, -1.417540784130871e-02, 1.439030067233124e+00, 3.070302039538719e+02, 2.167026876288100e+01, 3.276019996578739e+05
1373, -1.584979239073388e-02, 4.209805070816081e-02, 1.476065335408643e+00, 2.762554517630117e+02, 1.056810352669753e+02, 3.348534049435671e+05
1374, -2.321575972022771e-02, 1.605010857295616e-02, 1.579864587627496e+00, 2.361904766954952e+02, 7.260743164693655e+01, 3.548594172045783e+05
1375, -2.321578617840495e-02, -1.605014718187074e-02, 1.606056764349950e+00, 2.282664230217146e+02, -1.573438396354233e+01, 3.597867018769509e+05
1376, 9.874374246304591e-01, 4.783209902844975e-02, 1.384702829589996e+00, 3.032114168623814e+02, -2.388019580602638e+01, 3.157281549534978e+05
1377, 7.667559690964166e-01, -1.556096833438884e-01, 1.277306870012066e+00, 3.433176491663679e+02, 3.058318275579778e+01, 2.957241944993561e+05
1378, 3.419534563167252e-01, 1.946487760316459e-01, 9.017622057827318e-01, 3.417455598160123e+02, 2.008471033078331e+00, 2.178994180797350e+05
1379, 1.001407884763751e+00, 9.804649031491121e-03, 1.432871721018028e+00, 2.782719264821557e+02, -1.572579744864803e+01, 3.245803510586297e+05
1380, 9.293508322078825e-01, -9.230038644790564e-02, 1.346340067623130e+00, 3.318722383301669e+02, 3.260256857961406e+01, 3.095010159794813e+05
1381, 5.867405446733803e-03, -7.651479277833720e-02, 1.422645628877986e+00, 3.061560854726596e+02, -7.114509303332733e+01, 3.244946961743185e+05
1382, 3.826374215298815e-02, 1.055917643080695e-01, 1.219667720417933e+00, 3.407600516927030e+02, 8.642791788530536e+01, 2.841674235709650e+05
1383, -1.280832845392880e-02, 4.870956852180260e-02, 1.448065978523936e+00, 2.860465602154305e+02, 1.080654047223246e+02, 3.294193495899928e+05
1384, -1.280832148665629e-02, -4.870960738797762e-02, 1.513352722163553e+00, 2.735751628939739e+02, -6.383691595877392e+01, 3.420810375052111e+05
1385, 4.165853177466848e-01, -1.975311563434385e-01, 1.170986131116621e+00, 3.537596967130733e+02, 1.298304863745678e+01, 2.742155238117834e+05
1386, 9.637350104358845e-01, -6.971020019105435e-02, 1.369927581541686e+00, 3.266714119679518e+02, 3.108938368463935e+01, 3.141462939012667e+05
1387, 6.530600866627801e-01, -1.801632685555110e-01, 1.240410891169514e+00, 3.478086255136179e+02, 2.670453707312318e+01, 2.882928884182757e+05
1388, 5.546339730882334e-01, -1.927270585461224e-01, 1.209308328394539e+00, 3.508144837425851e+02, 2.215453834550448e+01, 2.819977619230875e+05
1389, 9.918839186960627e-01, -4.217233553215868e-02, 1.399609435774223e+00, 3.187703692224967e+02, 2.699499771214970e+01, 3.199265892194374e+05
1390, 9.956884031064696e-01, -3.659569024623490e-02, 1.405991544402796e+00, 3.169328736141228e+02, 2.575899096009983e+01, 3.211650669198340e+05
1391, 1.173199891637288e-02, -8.251909454913835e-02, 1.400480447769958e+00, 3.121614386905070e+02, -7.063412009179513e+01, 3.201219394036552e+05
1392, 1.810684654229967e-02, -8.905950825382489e-02, 1.381061313688330e+00, 3.179483796506889e+02, -6.937429017190787e+01, 3.163338579379165e+05
1393, 1.000810844696181e+00, 9.926853167794424e-04, 1.472407458865588e+00, 2.649766173153373e+02, -1.646037552017964e+00, 3.323900076110960e+05
1394, 9.988636694671530e-01, 3.093621490645353e-02, 1.401511826544371e+00, 2.955139856968724e+02, -1.988601374669753e+01, 3.188429024798612e+05
1395, 1.001351883606139e+00, 2.569094535448867e-02, 1.407173308015334e+00, 2.922941698933749e+02, -1.815889329388687e+01, 3.198599773402350e+05
1396, 9.767177460297187e-01, 5.889311353297347e-02, 1.374172602158508e+00, 3.070356432916558e+02, -2.585490230091790e+01, 3.137256738131694e+05
1397, 2.821902596677252e-01, 1.884423859141715e-01, 9.324169524829928e-01, 3.453187711548524e+02, 1.117362875460186e+01, 2.244641187304143e+05
1398, 5.797744522828375e-01, 1.904877118274482e-01, 8.103408636903058e-01, 3.268673078201039e+02, -2.038888298875463e+01, 1.980906828496662e+05
1399, 7.152483985217400e-01, -1.681234166602942e-01, 1.259892314460686e+00, 3.455353959345336e+02, 2.901052729408395e+01, 2.922197581731088e+05
1400, 5.994995150505242e-02, -1.203099846538103e-01, 1.281287788546906e+00, 3.397671406289453e+02, -5.740410586685697e+01, 2.965558734394700e+05
1401, 1.000221648471001e+00, 3.341393089821362e-03, 1.460633913501944e+00, 2.643777447084436e+02, -1.416414474340067e+01, 3.298299145884587e+05
1402, 1.000456758691043e+00, 2.467235428318276e-03, 1.462643925024239e+00, 2.624683230552685e+02, -1.017671039334252e+01, 3.301572119723054e+05
