"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
53, 4.331099987030000e-01, -5.659141825851464e-02, 1.134776459380842e+00, 3.541645613990740e+02, 1.670697855523067e+01, 2.667466868684029e+05
54, 4.174999892710000e-01, -5.729416860686566e-02, 1.129508310965721e+00, 3.543390278057079e+02, 1.515469815448090e+01, 2.656649902369377e+05
55, 4.019699990750000e-01, -5.792324246601335e-02, 1.129186505485443e+00, 3.545023291409519e+02, 1.352331581258703e+01, 2.656070925552246e+05
56, 3.865399956700000e-01, -5.847520956655861e-02, 1.131180201420226e+00, 3.546775792478682e+02, 1.181028985274690e+01, 2.660300893282074e+05
57, 3.712300062180000e-01, -5.894684318665333e-02, 1.124991978830114e+00, 3.548493609835715e+02, 1.001031294416651e+01, 2.647597298995284e+05
58, 3.560400009160000e-01, -5.933561549045978e-02, 1.098452489234378e+00, 3.547836050194194e+02, 8.114431684464865e+00, 2.592674341675368e+05
59, 3.409900069240000e-01, -5.963847719943702e-02, 1.055617514551492e+00, 3.540848021187742e+02, 6.115493315774485e+00, 2.503895225035765e+05
60, 3.261100053790000e-01, -5.985254444802346e-02, 1.022754355038867e+00, 3.531267619373110e+02, 4.023839009412420e+00, 2.435706011172049e+05
61, 3.113999962810000e-01, -5.997565198183213e-02, 1.010543403525664e+00, 3.525410810395499e+02, 1.844162621124485e+00, 2.410207873441604e+05
62, 2.968699932100000e-01, -6.000550062925582e-02, 1.011168475145669e+00, 3.524760323929387e+02, -4.349097059951486e-01, 2.411412081298167e+05
63, 2.825500071050000e-01, -5.994005483718394e-02, 1.015668720544564e+00, 3.526023444102609e+02, -2.826831720974317e+00, 2.420721508472713e+05
64, 2.684499919410000e-01, -5.977765596976551e-02, 1.020193994919626e+00, 3.527992915190505e+02, -5.339606904811602e+00, 2.430175298602846e+05
65, 2.545700073240000e-01, -5.951657836311273e-02, 1.024350854773600e+00, 3.529661129629300e+02, -7.977948793482839e+00, 2.438872670884791e+05
66, 2.409400045870000e-01, -5.915585896897953e-02, 1.028897994799480e+00, 3.531346643642489e+02, -1.075111987697995e+01, 2.448396367468031e+05
67, 2.275699973110000e-01, -5.869456802648413e-02, 1.034065667242941e+00, 3.532731897795542e+02, -1.366493991861698e+01, 2.459190475153656e+05
68, 2.144699990750000e-01, -5.813197420944613e-02, 1.039768996651636e+00, 3.533882559947479e+02, -1.672772461052796e+01, 2.471094098235027e+05
69, 2.016600072380000e-01, -5.746811193675738e-02, 1.045798668848788e+00, 3.534491952223512e+02, -1.994962125090476e+01, 2.483655634894732e+05
70, 1.891400069000000e-01, -5.670228146432130e-02, 1.052213627944711e+00, 3.534657596012937e+02, -2.334010557891866e+01, 2.497011800515765e+05
71, 1.769299954180000e-01, -5.583513598033686e-02, 1.059309280105593e+00, 3.534300987696344e+02, -2.691332088098786e+01, 2.511768638755631e+05
72, 1.650400012730000e-01, -5.486709202536137e-02, 1.067396018992248e+00, 3.533359454008715e+02, -3.068112469765165e+01, 2.528567695202426e+05
73, 1.534900069240000e-01, -5.379977779145956e-02, 1.076434098157720e+00, 3.531450337929545e+02, -3.465728152617468e+01, 2.547304883463240e+05
74, 1.422899961470000e-01, -5.263443049277360e-02, 1.086179464834447e+00, 3.528381989045334e+02, -3.885925661908173e+01, 2.567475874819923e+05
75, 1.314399987460000e-01, -5.137133628795417e-02, 1.096418893591763e+00, 3.523715290223402e+02, -4.330433014342966e+01, 2.588616581184428e+05
76, 1.209499984980000e-01, -5.001187382363489e-02, 1.107271497388133e+00, 3.517557620393759e+02, -4.801690587936638e+01, 2.611000018089867e+05
77, 1.108499988910000e-01, -4.856066993422563e-02, 1.118941210123058e+00, 3.509505665020724e+02, -5.302720225469504e+01, 2.635032051045356e+05
78, 1.011300012470000e-01, -4.701715290498424e-02, 1.131501264575873e+00, 3.498803004075974e+02, -5.835134392573263e+01, 2.660821055602024e+05
79, 9.181000292300000e-02, -4.538527151431038e-02, 1.144984396944913e+00, 3.484949895867015e+02, -6.402593664550085e+01, 2.688423552252894e+05
80, 8.290000259900000e-02, -4.366791468532204e-02, 1.159493245417477e+00, 3.467644477654900e+02, -7.009364720600617e+01, 2.718065565101867e+05
81, 7.440000027400000e-02, -4.186607976498817e-02, 1.175080154772282e+00, 3.445930864069929e+02, -7.658772986434630e+01, 2.749818790419771e+05
82, 6.633000075800000e-02, -3.998513962421356e-02, 1.191903330163349e+00, 3.418954751094514e+02, -8.356355710632563e+01, 2.783999251600151e+05
83, 5.869000032500000e-02, -3.802635805630503e-02, 1.210094684875716e+00, 3.385410196820312e+02, -9.106300062158711e+01, 2.820843294939955e+05
84, 5.149000138000000e-02, -3.599337852580232e-02, 1.229832870709876e+00, 3.343608709832820e+02, -9.913555270303809e+01, 2.860675682611712e+05
85, 4.473999887700000e-02, -3.389028465845557e-02, 1.251463412833347e+00, 3.291345345869535e+02, -1.078266313619894e+02, 2.904157943715797e+05
86, 3.844000026600000e-02, -3.171811260404538e-02, 1.275307429888582e+00, 3.225798990535670e+02, -1.171594989569176e+02, 2.951888445585293e+05
87, 3.260000050100000e-02, -2.948109446637338e-02, 1.301747158110576e+00, 3.143509920369635e+02, -1.271400511503002e+02, 3.004595856063052e+05
88, 2.723000012300000e-02, -2.718419978786347e-02, 1.331215775823733e+00, 3.039258069419200e+02, -1.377067749079086e+02, 3.063049538823720e+05
89, 2.232000045500000e-02, -2.482329437156798e-02, 1.364274984022269e+00, 2.906767468458047e+02, -1.486269106986166e+02, 3.128279593635287e+05
90, 1.789999939500000e-02, -2.241364555514381e-02, 1.401465006894971e+00, 2.737364379747547e+02, -1.595445300235418e+02, 3.201235535830937e+05
91, 1.394999958600000e-02, -1.994492353858276e-02, 1.443456307298571e+00, 2.521305869833501e+02, -1.696006635489661e+02, 3.283140710846091e+05
92, 1.049000024800000e-02, -1.742916196961543e-02, 1.490383496667580e+00, 2.246140828174784e+02, -1.773634090382599e+02, 3.374035818941846e+05
93, 7.519999985000000e-03, -1.486756313872443e-02, 1.541847318268555e+00, 1.902518245402069e+02, -1.804368265674236e+02, 3.473022098985330e+05
94, 5.040000193000000e-03, -1.226032473458219e-02, 1.596289865888953e+00, 1.486730824544927e+02, -1.750150836579209e+02, 3.576896271403269e+05
95, 3.049999941000000e-03, -9.605565346412577e-03, 1.651630622446252e+00, 1.017504193180977e+02, -1.562163351222002e+02, 3.682134627303703e+05
96, 1.560000004000000e-03, -6.917517506923035e-03, 1.697554379704165e+00, 5.509760621014237e+01, -1.202058449220847e+02, 3.768332802160175e+05
97, 5.600000150000000e-04, -4.173159738460802e-03, 1.738299176741563e+00, 1.737726116838306e+01, -6.420536277170390e+01, 3.847348736178133e+05
98, 5.999999800000000e-05, -1.375329724321098e-03, 1.743919576430679e+00, -4.171096834486042e-01, 3.108330876435709e+00, 3.856148592060571e+05
99, 0.000000000000000e+00, 0.000000000000000e+00, 1.725813655243605e+00, 0.000000000000000e+00, 5.125516975079752e+01, 3.818279491973108e+05
100, 5.999999800000000e-05, 1.375329724321098e-03, 1.723975757462474e+00, 1.326852471857736e+01, 9.887798510952287e+01, 3.820288399617696e+05
101, 5.600000150000000e-04, 4.173159738460802e-03, 1.685087790823504e+00, 4.383288585381008e+01, 1.619533889891112e+02, 3.749917166884876e+05
102, 1.560000004000000e-03, 6.917517506923035e-03, 1.603512532873935e+00, 9.452541563096507e+01, 2.062250655535043e+02, 3.591522837367462e+05
103, 3.049999941000000e-03, 9.605565346412577e-03, 1.529506504520776e+00, 1.476062871616404e+02, 2.266183606506712e+02, 3.450348741633344e+05
104, 5.040000193000000e-03, 1.226032473458219e-02, 1.454129338192919e+00, 1.951641280001030e+02, 2.297434453168118e+02, 3.304632686961673e+05
105, 7.519999985000000e-03, 1.486756313872443e-02, 1.384693839317744e+00, 2.337705545256504e+02, 2.217104466958605e+02, 3.168917054973239e+05
106, 1.049000024800000e-02, 1.742916196961543e-02, 1.323705106681025e+00, 2.633681405358786e+02, 2.079650156017524e+02, 3.048499346747089e+05
107, 1.394999958600000e-02, 1.994492353858276e-02, 1.271306751389308e+00, 2.855232983435097e+02, 1.920629362630438e+02, 2.944162598460221e+05
108, 1.789999939500000e-02, 2.241364555514381e-02, 1.226509341966545e+00, 3.018736408640772e+02, 1.759440157638032e+02, 2.854244105232106e+05
109, 2.232000045500000e-02, 2.482329437156798e-02, 1.188090411517895e+00, 3.139325655462656e+02, 1.605179220255388e+02, 2.776578848305488e+05
110, 2.723000012300000e-02, 2.718419978786347e-02, 1.155047088588222e+00, 3.228097403852312e+02, 1.462629603737601e+02, 2.709372383224219e+05
111, 3.260000050100000e-02, 2.948109446637338e-02, 1.126332409641189e+00, 3.293633651642255e+02, 1.332118433050353e+02, 2.650633793034105e+05
112, 3.844000026600000e-02, 3.171811260404538e-02, 1.101110471410208e+00, 3.342035236296940e+02, 1.213811446186342e+02, 2.598789578782024e+05
113, 4.473999887700000e-02, 3.389028465845557e-02, 1.078681934188641e+00, 3.377704275336437e+02, 1.106558065089041e+02, 2.552484654361476e+05
114, 5.149000138000000e-02, 3.599337852580232e-02, 1.058648353440117e+00, 3.403644127017890e+02, 1.009155589121774e+02, 2.510945632331183e+05
115, 5.869000032500000e-02, 3.802635805630503e-02, 1.040697686037104e+00, 3.422244326335877e+02, 9.205378937805486e+01, 2.473582200703345e+05
116, 6.633000075800000e-02, 3.998513962421356e-02, 1.024359289870143e+00, 3.435223062495044e+02, 8.396117511174830e+01, 2.439459346912227e+05
117, 7.440000027400000e-02, 4.186607976498817e-02, 1.009114402924567e+00, 3.443497775095227e+02, 7.653365310875135e+01, 2.407502944713565e+05
118, 8.290000259900000e-02, 4.366791468532204e-02, 9.947382120257963e-01, 3.448209046952170e+02, 6.970078679838561e+01, 2.377291612985746e+05
119, 9.181000292300000e-02, 4.538527151431038e-02, 9.811407233150848e-01, 3.449982553364895e+02, 6.338351224268919e+01, 2.348642159939215e+05
120, 1.011300012470000e-01, 4.701715290498424e-02, 9.684230096512040e-01, 3.449366457613712e+02, 5.752686511920756e+01, 2.321766248061113e+05
121, 1.108499988910000e-01, 4.856066993422563e-02, 9.567974858038570e-01, 3.447243108580362e+02, 5.208644036728310e+01, 2.297142865036425e+05
122, 1.209499984980000e-01, 5.001187382363489e-02, 9.462001157281363e-01, 3.444079746414816e+02, 4.701388601735327e+01, 2.274654516947113e+05
123, 1.314399987460000e-01, 5.137133628795417e-02, 9.360423210168871e-01, 3.439145422608991e+02, 4.226501760944143e+01, 2.253007916179945e+05
124, 1.422899961470000e-01, 5.263443049277360e-02, 9.259493830807396e-01, 3.433089042634182e+02, 3.780976337542002e+01, 2.231495276991652e+05
125, 1.534900069240000e-01, 5.379977779145956e-02, 9.159155725828587e-01, 3.425537362373871e+02, 3.361786274356626e+01, 2.210049936813722e+05
126, 1.650400012730000e-01, 5.486709202536137e-02, 9.066180036021079e-01, 3.417889772655313e+02, 2.967846993284060e+01, 2.190168675653408e+05
127, 1.769299954180000e-01, 5.583513598033686e-02, 8.980973592698883e-01, 3.409715841788234e+02, 2.596461843019965e+01, 2.171871026282927e+05
128, 1.891400069000000e-01, 5.670228146432130e-02, 8.901296892018300e-01, 3.401615361206148e+02, 2.246159904115873e+01, 2.154760182701510e+05
129, 2.016600072380000e-01, 5.746811193675738e-02, 8.822086650170433e-01, 3.392538179082774e+02, 1.914839605430437e+01, 2.137698007851843e+05
130, 2.144699990750000e-01, 5.813197420944613e-02, 8.744495332453065e-01, 3.383232390285293e+02, 1.601461813121677e+01, 2.120989935395645e+05
131, 2.275699973110000e-01, 5.869456802648413e-02, 8.670860261741172e-01, 3.373581811523581e+02, 1.304933238602468e+01, 2.105083063652718e+05
132, 2.409400045870000e-01, 5.915585896897953e-02, 8.604995783380432e-01, 3.364771113160356e+02, 1.024398373954444e+01, 2.090862428339195e+05
133, 2.545700073240000e-01, 5.951657836311273e-02, 8.546206397577316e-01, 3.356387679147423e+02, 7.586305895073655e+00, 2.078136045097775e+05
134, 2.684499919410000e-01, 5.977765596976551e-02, 8.493727037889569e-01, 3.348741541338306e+02, 5.068310477480321e+00, 2.066780055867053e+05
135, 2.825500071050000e-01, 5.994005483718394e-02, 8.444982071288130e-01, 3.341256149919111e+02, 2.678702799977132e+00, 2.056212099476291e+05
136, 2.968699932100000e-01, 6.000550062925582e-02, 8.398404749812663e-01, 3.333776274190221e+02, 4.113447514103343e-01, 2.046099197276636e+05
137, 3.113999962810000e-01, 5.997565198183213e-02, 8.353544945806732e-01, 3.326420894083317e+02, -1.740069854253997e+00, 2.036362188025051e+05
138, 3.261100053790000e-01, 5.985254444802346e-02, 8.309036231885916e-01, 3.318646232415289e+02, -3.781559374073427e+00, 2.026665253700634e+05
139, 3.409900069240000e-01, 5.963847719943702e-02, 8.265510817654798e-01, 3.311040926076375e+02, -5.718587335732646e+00, 2.017198553498161e+05
140, 3.560400009160000e-01, 5.933561549045978e-02, 8.222767951749377e-01, 3.303342072261984e+02, -7.555237388800871e+00, 2.007890162292514e+05
141, 3.712300062180000e-01, 5.894684318665333e-02, 8.183321049517086e-01, 3.296068241786156e+02, -9.298220093765368e+00, 1.999295309943341e+05
142, 3.865399956700000e-01, 5.847520956655861e-02, 8.148220232987534e-01, 3.289254955039585e+02, -1.095277984613885e+01, 1.991623601516220e+05
143, 4.019699990750000e-01, 5.792324246601335e-02, 8.116343356285669e-01, 3.282972872835173e+02, -1.252366354576393e+01, 1.984659034140683e+05
144, 4.174999892710000e-01, 5.729416860686566e-02, 8.084789635733346e-01, 3.276587768663159e+02, -1.401361258968306e+01, 1.977753154480839e+05
145, 4.331099987030000e-01, 5.659141825851464e-02, 8.052662719122337e-01, 3.270097071104177e+02, -1.542600463036792e+01, 1.970727437425236e+05
146, 4.487800002100000e-01, 5.581859897363720e-02, 8.020225781223543e-01, 3.263271226852071e+02, -1.676389587304631e+01, 1.963606332349236e+05
147, 4.645099937920000e-01, 5.497835513414191e-02, 7.990811756068614e-01, 3.257369873652785e+02, -1.803685596287441e+01, 1.957193632955898e+05
148, 4.802699983120000e-01, 5.407492053959814e-02, 7.963209458488856e-01, 3.251027959232586e+02, -1.924249162989687e+01, 1.951089920656442e+05
149, 4.960500001910000e-01, 5.311153541819326e-02, 7.942453563755076e-01, 3.246836507268602e+02, -2.039981683249924e+01, 1.946590276999581e+05
150, 5.118399858470000e-01, 5.209138375948307e-02, 7.923262898359809e-01, 3.242058276038636e+02, -2.149617969878961e+01, 1.942331708318965e+05
151, 5.276100039480000e-01, 5.101897737545535e-02, 7.906482172543519e-01, 3.238510667969874e+02, -2.254775673412647e+01, 1.938693443269731e+05
152, 5.433599948880000e-01, 4.989683951066199e-02, 7.893895229682331e-01, 3.235951625380685e+02, -2.355630104619177e+01, 1.935998160975577e+05
153, 5.590599775310000e-01, 4.872955796694115e-02, 7.907264959120429e-01, 3.237960777569587e+02, -2.455405979460440e+01, 1.938954070490316e+05
154, 5.747100114820000e-01, 4.751950934859488e-02, 7.907665261384598e-01, 3.229062515693555e+02, -2.542531087264037e+01, 1.938072014399320e+05
155, 5.902799963950000e-01, 4.627132533375768e-02, 7.912908471714811e-01, 3.253912082250425e+02, -2.652844640302317e+01, 1.942117700659417e+05
156, 6.057599782940000e-01, 4.498807223669178e-02, 7.875040967139861e-01, 3.202968476847308e+02, -2.697070727512641e+01, 1.928745585362380e+05
157, 6.211299896240000e-01, 4.367359094194759e-02, 8.682689229508765e-01, 3.217937392834996e+02, -2.792549851073436e+01, 2.091565951263645e+05
158, 6.363800168040000e-01, 4.233084266562091e-02, 1.142638937733608e+00, 3.196192608269121e+02, -2.852985524044284e+01, 2.655331370049883e+05
159, 6.514999866490000e-01, 4.096270419333766e-02, 1.289320592424632e+00, 3.171336513570126e+02, -2.906743662338469e+01, 2.963307235123418e+05
160, 6.664699912070000e-01, 3.957289370556494e-02, 1.285338035715862e+00, 3.190234077996713e+02, -2.997930254614347e+01, 2.956245210889687e+05
161, 6.812700033190000e-01, 3.816515293304169e-02, 1.271847054009729e+00, 3.200535896164220e+02, -3.079389671453215e+01, 2.928419640803364e+05
162, 6.958900094030001e-01, 3.674225211597043e-02, 1.272628974926830e+00, 3.197852395843705e+02, -3.146401200174144e+01, 2.929931363302878e+05
163, 7.103199958800001e-01, 3.530689307158652e-02, 1.274849529470077e+00, 3.195140032438426e+02, -3.211303286401090e+01, 2.934491479096501e+05
164, 7.245299816130000e-01, 3.386376679305321e-02, 1.275283374882656e+00, 3.192720160007039e+02, -3.274640813639533e+01, 2.935284343512577e+05
165, 7.385200262070000e-01, 3.241453277608040e-02, 1.276392449005131e+00, 3.189567942056029e+02, -3.335487804356587e+01, 2.937456302954896e+05
166, 7.522799968720000e-01, 3.096181144522562e-02, 1.278384595406386e+00, 3.184920518370515e+02, -3.393121868125594e+01, 2.941394226786253e+05
167, 7.657799720760000e-01, 2.951033727360171e-02, 1.280871210654661e+00, 3.179774994290284e+02, -3.448675441452811e+01, 2.946347182640921e+05
168, 7.790099978450000e-01, 2.806276676215449e-02, 1.283643701903031e+00, 3.173771574852199e+02, -3.501820433613965e+01, 2.951847876464547e+05
169, 7.919700145720000e-01, 2.662062628442961e-02, 1.286753669007146e+00, 3.167147699172107e+02, -3.552853915882950e+01, 2.958024038676788e+05
170, 8.046399950980000e-01, 2.518763605296113e-02, 1.290143712948753e+00, 3.159921752883367e+02, -3.601867747704141e+01, 2.964756354395158e+05
171, 8.170099854470000e-01, 2.376642068849115e-02, 1.293775871144869e+00, 3.151979060259196e+02, -3.648692717421154e+01, 2.971957239400464e+05
172, 8.290500044819999e-01, 2.236196298315981e-02, 1.297618319601925e+00, 3.143345360406842e+02, -3.693412264118321e+01, 2.979562212690299e+05
173, 8.407700061800000e-01, 2.097463226217677e-02, 1.301696627798353e+00, 3.134240984546093e+02, -3.736236216824453e+01, 2.987642297083955e+05
174, 8.521599769590000e-01, 1.960709133914372e-02, 1.305952080398525e+00, 3.124325150362612e+02, -3.776716445909711e+01, 2.996050039118777e+05
175, 8.631799817090000e-01, 1.826569132102762e-02, 1.310415389214919e+00, 3.113855268827899e+02, -3.815192826846116e+01, 3.004870087138068e+05
176, 8.738499879840000e-01, 1.694956337677533e-02, 1.315036929422948e+00, 3.102599256911330e+02, -3.851238504285248e+01, 3.013982023187640e+05
177, 8.841500282290000e-01, 1.566269158090452e-02, 1.319855486008052e+00, 3.090732710809876e+02, -3.885049447427518e+01, 3.023481960401206e+05
178, 8.940600156780000e-01, 1.440916392228702e-02, 1.324832133908506e+00, 3.078080226218771e+02, -3.916329352797108e+01, 3.033276439053278e+05
179, 9.035800099370001e-01, 1.319055953446835e-02, 1.329995448525993e+00, 3.064722367571337e+02, -3.945065890299365e+01, 3.043433374128839e+05
180, 9.126999974250000e-01, 1.200973104171110e-02, 1.335333507249021e+00, 3.050534562466943e+02, -3.970999562462847e+01, 3.053920624620693e+05
181, 9.214000105860000e-01, 1.087086069705918e-02, 1.340852665415827e+00, 3.035471368492624e+02, -3.994010308686359e+01, 3.064750619264565e+05
182, 9.296900033950000e-01, 9.774221272349531e-03, 1.346567608336660e+00, 3.019510693052950e+02, -4.013878818008944e+01, 3.075955214700148e+05
183, 9.375399947170000e-01, 8.725349486403867e-03, 1.352481906084096e+00, 3.002541479605840e+02, -4.030434820191032e+01, 3.087537089316512e+05
184, 9.449599981310000e-01, 7.724467125531491e-03, 1.358615229338639e+00, 2.984474625791660e+02, -4.043382625400334e+01, 3.099535047202584e+05
185, 9.519400000570000e-01, 6.774428848839826e-03, 1.364984878408284e+00, 2.965160317231596e+02, -4.052439667719094e+01, 3.111979504653733e+05
186, 9.584699869160000e-01, 5.878077433056352e-03, 1.371619421938027e+00, 2.944516698095323e+02, -4.057363393244569e+01, 3.124929881134217e+05
